date,text,followers
2018-12-10 01:00:51,b'RT @Yo_Its_kacee: Sooooo me and @scotthamme98 are gonna get married',326
2018-12-10 01:00:51,b'RT @sierrabook_: attitude slowly rising \xf0\x9f\x98\xad\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',1936
2018-12-10 01:00:51,b'SAY LESS! I need all eaters on they Lil Ceasers when I touch down. That mean hot &amp; ready ofn \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad I posted a twerk v\xe2\x80\xa6 https://t.co/hX6zL8XroI',523
2018-12-10 01:00:51,b'this the mf one \xf0\x9f\x98\xad https://t.co/lSGHrp3hHa',30
2018-12-10 01:00:51,"b'RT @timkellernyc: If Jesus rose from the dead, then you have to accept all that he said; if he didn\xe2\x80\x99t rise from the dead, then why worry ab\xe2\x80\xa6'",164
2018-12-10 01:00:51,b'@k_grugierhill THATS WHAT HAPPEN WHEN YOU TALK ABOUT THE BOYZ #CowboysNation',196
2018-12-10 01:00:51,b'Next up is \xe2\x80\x98The Maiden Heist\xe2\x80\x99 about aging security guards who decide to steal their favorite paintings. When it sta\xe2\x80\xa6 https://t.co/DKZBeShDex',1
2018-12-10 01:00:51,"b'@Zirksee Cooper Boss, Henry Offense, D.J. Reed Defense'",137
2018-12-10 01:00:51,"b'Huawei CFO seeks bail, saying she fears for her health behind bars https://t.co/sv7spohE9A'",1375
2018-12-10 01:00:51,b'@Feli1Alejandro Love is love \xf0\x9f\xa6\x94',327
2018-12-10 01:00:51,"b'RT @Bethbowman19: @amber_athey @politico She missed the grammar lesson that the masculine pronoun is used when gender is unknown.  Plus, Co\xe2\x80\xa6'",5659
2018-12-10 01:00:51,b'@allyhoma Sounds just like a eagles fan lmao losers',327
2018-12-10 01:00:51,b'RT @kristenRN202: #WhyIsItSo hard to change the toilet paper after it\xe2\x80\x99s gone? https://t.co/Bd6tDBZARc',1950
2018-12-10 01:00:51,b'RT @MiamiDolphins: THE MIRACLE AT HARD ROCK STADIUM\n\n\xf0\x9f\x93\xba \xc2\xbb @NFLonCBS\n\n#NEvsMIA #FinsUp https://t.co/Aoc1L5LcGG',139
2018-12-10 01:00:51,b'RT @CarmineSabia: I have been told no straight men agree with me. The likes and Retweets appear to disagree. https://t.co/WZ5le8CUJE',2107
2018-12-10 01:00:51,b'Oh HoW ThE TuRn HVe tAbLeS https://t.co/YRaHiwlQzs',221
2018-12-10 01:00:51,"b'@DanBidondi @davidhogg111 @NRA LOLOL! Former InfoWars ""reporter"" needs to get back in the groove.\nFlattering himsel\xe2\x80\xa6 https://t.co/kP6cXDf4Ih'",1196
2018-12-10 01:00:51,b'RT @chasebarnes_: hardest pill to swallow is knowing you got so much to offer for a person &amp; they couldn\xe2\x80\x99t give a fuck less',176
2018-12-10 01:00:51,"b'RT @DrSprankle: The virgin birth story is about an all-knowing, all-powerful deity impregnating a human teen. There is no definition of con\xe2\x80\xa6'",27
2018-12-10 01:00:51,b'I love you \xe2\x9d\xa4 \n\n@werndii https://t.co/eDTNIxBqVP',2088
2018-12-10 01:00:51,b'RT @CW_TheFlash: Enter #Elseworlds. https://t.co/no5kOImvis',146
2018-12-10 01:00:51,b'RT @alyssa_latat: this weekend was wild mayne',60
2018-12-10 01:00:51,b'RT @STOPFLEXIN: It\xe2\x80\x99s crazy how we all watched this for the last time one day and didn\xe2\x80\x99t even realize it.',628
2018-12-10 01:00:51,b'RT @SNSD13GENDARY: Honestly Taylor could fart on my face and i would thank you and sniff it all up',6915
2018-12-10 01:00:51,b'Kinda rude that I\xe2\x80\x99m not married to Miles teller but ok',544
2018-12-10 01:00:51,"b""RT @trtx84: @KeithLBrowns @witliftin No thanks, I'd rather nominate someone who's willing *and able* to serve 8 years.""",13054
2018-12-10 01:00:51,"b""Who's watching the 3-night Crossover of #TheFlash #Arrow #Supergirl? #Elseworlds https://t.co/16FuHkeQHx""",380
2018-12-10 01:00:51,"b""RT @pronemortalform: wow I cant believe stupid hicks buy into Fox News \n\nanyways here's a NowThis video saying China is forcing people to c\xe2\x80\xa6""",673
2018-12-10 01:00:51,b'I miss last year when we didn\xe2\x80\x99t have to get help from other teams to make it to the playoffs',204
2018-12-10 01:00:51,"b'Given the release date\xe2\x80\x99s proximity to the holidays, Beyonce (Self Titled) is a Christmas album.'",3061
2018-12-10 01:00:51,"b""@ParadigmFallen @WritNelson @bravemule I feel like Oldgrounds now. :'(""",2431
2018-12-10 01:00:51,b'RT @CuteEmergency: A self-rolling Burrito \xf0\x9f\x8c\xaf\n\n\xf0\x9f\x93\xb9: kimcheethemaltipoo) https://t.co/tmNn3c4XTS',1117
2018-12-10 01:00:51,b'RT @mushisury: @gaylinetti @suryanshi_10 Thank you my ghost fren ily',617
2018-12-10 01:00:51,b'RT @Tiff_FitzHenry: Current updated list of countries NOT signing UN pact:\n\nUSA\nSlovakia\nBelgium\nPoland\nHungary\nIsrael\nCzech Rep\nDominican\xe2\x80\xa6',57
2018-12-10 01:00:51,b'The fact that helping humanity is interwoven into your being c... More for Virgo https://t.co/DMTWwUJSTK',471
2018-12-10 01:00:51,b'RT @CdnMountainMan: Almost halfway through the 2nd period and still no change in the score... still tied up @ 1 goal a piece between @WJRCa\xe2\x80\xa6',1852
2018-12-10 01:00:51,"b""RT @that1mum: Men when they're sick be like https://t.co/7Y7lQqFqda""",447
2018-12-10 01:00:51,"b'Sorry, but I had too. Boswell really slipped lmfao. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\n#Raiders #Steelers https://t.co/dLNQZt67yq'",527
2018-12-10 01:00:51,b'@bubbIejoon i\xe2\x80\x99m back hi',3960
2018-12-10 01:00:51,b'RT @NewULife_FL: @FrozenF712 THIS is the way OUR President feels about TRYING to protect the citizens of the United States of America! @POT\xe2\x80\xa6',1338
2018-12-10 01:00:51,"b'Folks been telling me lately that I strong communication skills &amp; idk why. I hate speaking, I have anxiety talking\xe2\x80\xa6 https://t.co/4f1e5RkFeh'",309
2018-12-10 01:00:51,b'RT @HardDriveMag: No DreamCast Classic: You Motherfuckers Had Your Chance to Buy One the First Time\n https://t.co/1AN4lWMMW5',111
2018-12-10 01:00:51,b'@jaketapper You need some \xf0\x9f\xa7\x80 with your \xf0\x9f\x8d\xb7 Jake? \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',1475
2018-12-10 01:00:51,b'RT @amerixa00: Can\xe2\x80\x99t wait till 2025 when he drops it https://t.co/AAIYkNfS4M',435
2018-12-10 01:00:51,b'RT @pokmon_facts: POK\xc3\x89MON FACT NO.450: The Pok\xc3\xa9mon tv show is not considered to be anime because anime is Gay! https://t.co/zrIM6ZHCRf',393
2018-12-10 01:00:51,b'Our biggest fans this week: @ajcquila. Thank you! via https://t.co/qR0tPGcV45 https://t.co/f0YZlJq1Jl',448
2018-12-10 01:00:51,"b'RT @EricBoehlert: you realize Bill Shine is going to be chief of staff, right?'",5137
2018-12-10 01:00:51,b'RT @ChuckCallesto: BOOM: Kid Rock pays off $81K worth of layaways at Nashville Walmart...\n\nhttps://t.co/3XVk0roNz8',10205
2018-12-10 01:00:51,b'RT @Militarydotcom: Aircraft Technician with Tuskegee Airmen Dies at 100 in NYC https://t.co/6Uv686YMUd',10755
2018-12-10 01:00:51,"b'RT @BT21_: Dear #Halloween, \ndon\xe2\x80\x99t make us wait too long\xf0\x9f\x99\x8f\n#Costume #Idea #BT21 https://t.co/XdBvBXV07a'",693
2018-12-10 01:00:51,b'@PuMBaX22 @TMZ @etnow And proud of it',66
2018-12-10 01:00:51,b'Still have time. Sam wanted that win bad. https://t.co/A94LZz5nS9',707
2018-12-10 01:00:51,b'forever and always @BTS_twt https://t.co/22ZrO1DcLi',594
2018-12-10 01:00:51,b'RT @jkatzenstein: Teddy Bridgewater at the 28 second mark of this has me dying. https://t.co/nXzgNw7Iet',290
2018-12-10 01:00:51,b'Ok sof im done I love u. \xf0\x9f\xa5\xb0.',2564
2018-12-10 01:00:51,"b'RT @jeoncrack: at this point im not taking the finals, the finals are taking ME https://t.co/h8zpvM4LL8'",989
2018-12-10 01:00:51,b'Amari is the opposite of the Roy Williams trade in 2008 #PHIvsDAL',14
2018-12-10 01:00:51,b'RT @charlesornstein: NEW investigation with @katie_thomas: Prominent doctors aren\xe2\x80\x99t disclosing their industry ties in medical journal studi\xe2\x80\xa6',186
2018-12-10 01:00:51,"b'Palestinians dying from war, muslims in china tortured. The guilt of knowing these without being able to do anything hurts.'",116
2018-12-10 01:00:51,"b""There's just one important thing, \nTo keep on dreaming,\nPlease don't close off your heart.""",255
2018-12-10 01:00:51,b'was just there and i miss it already https://t.co/HnmCJeMjlx',6217
2018-12-10 01:00:51,"b'Just so the hater(s) understand, @Shyanne_bailey3 and I BASICALLY run the town of Canyon. You can complain about it\xe2\x80\xa6 https://t.co/i4i3Bs7X41'",1197
2018-12-10 01:00:51,"b'Do not fear to be eccentric in opinion, for every opinion now accepted was once eccentric. - Bertrand Russell'",12081
2018-12-10 01:00:51,"b'RT @ZoeyDollaz: Loving the shit out u, fuckin the shit out u.'",602
2018-12-10 01:00:51,b'RT @Jon_Christian: Skyping with ur parents https://t.co/pVzB4k1DAb',133
2018-12-10 01:00:51,b'@TheRickWilson What a douche. He won\xe2\x80\x99t break 100 sales.',11
2018-12-10 01:00:51,b'@FadiSamSinno @jamessconner @steelers With them freeing up cap from Bell leaving. I see them getting a good defender this offseason',356
2018-12-10 01:00:51,"b""Some people just can't face the facts \xc2\xaf\\_(\xe3\x83\x84)_/\xc2\xaf https://t.co/lngOPe5nQs""",30
2018-12-10 01:00:51,b'Inner reflection has never been a foreign concept for ruminati... More for Scorpio https://t.co/sJ9IHuw4hM',381
2018-12-10 01:00:51,"b'RT @PHLEaglesNation: Photo 1: \xe2\x80\x9cNot a clear recovery.\xe2\x80\x9d\nPhoto 2: OFFENSIVE pass interference.\n\nCowboys also had a holding flag PICKED UP, sto\xe2\x80\xa6'",210
2018-12-10 01:00:51,"b'RT @EFGIVEAWAY2019: \xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x8c\xb2 ELECTRIC FOREST GIVEAWAY\xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x8c\xb2 GIVING AWAY 3 GOOD LIFE VIP TICKETS! HOW TO ENTER: RETWEET, FAVORITE THIS TWEET &amp; FOLLO\xe2\x80\xa6'",796
2018-12-10 01:00:51,b'RT @timebombshop: Listing Party alert \xf0\x9f\x9a\xa8 @ReemoWize #speakeazy with @FastEddie412 x @Billy_Hoyle412 @HSoySosPearl  Dec 21st at 5450 aka @Ref\xe2\x80\xa6',1663
2018-12-10 01:00:51,b'RT @jessesingal: we must defund the CDC immediately https://t.co/XsaypmTFn0',1452
2018-12-10 01:00:51,b'dear santa all i want for christmas is not to be sad anymore',575
2018-12-10 01:00:51,b'@LuxGoldenRose Nice',18
2018-12-10 01:00:51,"b'RT @canadianglen: \xe2\x80\x9cThere was lots that was happening that was good, until Ralph Klein.\xe2\x80\x9d\nMany of Alberta\xe2\x80\x99s \xe2\x80\x98reclaimed\xe2\x80\x99 wells aren\xe2\x80\x99t actually\xe2\x80\xa6'",824
2018-12-10 01:00:51,b'RT @boujeesIut: friend: don\xe2\x80\x99t get too attached to h-\n\nme: https://t.co/l18MQ2G07G',351
2018-12-10 01:00:51,b'@seolyunas why is ur discord user so unspottable https://t.co/c6RnafUmjF',41
2018-12-10 01:00:51,"b""RT @realDonaldTrFan: I'm ANGRY! Nick Ayers REFUSED MY offer to be my new Chief of Staph! I told Ayers he'd be responsible for making all Do\xe2\x80\xa6""",431
2018-12-10 01:00:51,"b'RT @prettyboyryan_: No matter how dirty you do me, every secret you\xe2\x80\x99ve told me will be kept secured. You have my word.'",279
2018-12-10 01:00:51,"b'My week on Twitter \xf0\x9f\x8e\x89: 273 Mentions, 6.54K Mention Reach, 4.07K Likes, 827 Retweets, 11 New Followers. See yours wit\xe2\x80\xa6 https://t.co/IZWTgC83k1'",3893
2018-12-10 01:00:51,b'send emojis my way \xf0\x9f\xa4\x97',1008
2018-12-10 01:00:51,b'If your getting me anything for Christmas please let me know that way I don\xe2\x80\x99t get a suprise and look like a jackass\xe2\x80\xa6 https://t.co/eztZDML85E',660
2018-12-10 01:00:51,b'RT @Schec: just got an email from @callmekarizma booking agent saying he added me to the submission list for openers.\n\nfingers fuckin cross\xe2\x80\xa6',38526
2018-12-10 01:00:51,"b'It\xe2\x80\x99s no secret that you thrive on your drive. However, emotion... More for Aries https://t.co/uqexLazoP0'",343
2018-12-10 01:00:51,b'@TMBDenver lil shanny won\xe2\x80\x99t find effective ZBS lineman to fit his scheme before he gets canned. About to be our OC when we hire Harbaugh.',1132
2018-12-10 01:00:51,b'RT @GamerCommunity: Giving Back Has Never Felt So Amazing. \n\nI Love You Guys \xf0\x9f\x92\x9c \n\nYou guys make my Days &amp; Nights. \n\nYour Positivity and Ener\xe2\x80\xa6',43
2018-12-10 01:00:51,b'Listen now: Travelin Boy by Rumer on https://t.co/Gz5ZOySqv7 https://t.co/EMDgUdRNQt',2327
2018-12-10 01:00:51,"b'Gen 3- best all-round\nGen 4- best roster, added STAB\nGen 1- duh\nGen 2- adds more, loses points for bad starters\nGen\xe2\x80\xa6 https://t.co/3YZmYRIf7s'",132
2018-12-10 01:00:51,b'RT @JasmineLWatkins: I shouldn\xe2\x80\x99t be laughing at this but he really just smacked buddy in the face lmao https://t.co/m6ru8UqofT',6
2018-12-10 01:00:51,"b'RT @jaketapper: I need a few minutes, everyone https://t.co/ixPoAUqsGS'",766
2018-12-10 01:00:51,"b'RT @JustPrasia: Raleigh , North Carolina \xf0\x9f\x8f\x99\xe2\x9d\x84\xef\xb8\x8f #919 https://t.co/Y8j0DDM02A'",1513
2018-12-10 01:00:51,"b'@Paul91701736 @patrickcomack @60Minutes @SEC_Enforcement But honestly, if you just had the sort of non-punishment h\xe2\x80\xa6 https://t.co/g7Y9Nh5Hau'",144
2018-12-10 01:00:51,b'Uber files confidentially for IPO: The ride-hailing giant is expected to go public in early 2019.\xe2\x80\xa6 https://t.co/KmUpZxeu5G',347
2018-12-10 01:00:51,"b'RT @Stranger_Things: In the summer of 1985, the adventure continues... https://t.co/m3s6hyJL8k'",117
2018-12-10 01:00:51,b'RT @Razorsmack1: #RazorTrain 356\nRtweet \xf0\x9f\x94\xb4 Rfollow\n@ImabitcSumtimes \n@JulieReichwein1 \n@Razorsmack1 \n@billy4ever9 \n@joehrupp \n@paulbhb\n@Sout\xe2\x80\xa6',2026
2018-12-10 01:00:51,b'#SailBackSunday  Hope everyone has had a great weekend! Colorado you really know how to rock!!  Awesome shows this\xe2\x80\xa6 https://t.co/uFtSoxeHJy',17507
2018-12-10 01:00:51,"b'RT @monosrap: the security guards outside bts\' concert venue were shouting to armys ""welcome back to reality!! time to start on your essays\xe2\x80\xa6'",854
2018-12-10 01:00:51,b'@sixtersquad I would be balling my eyes out.',109
2018-12-10 01:00:51,b'@cubanwarm eu sou a heyoon',160
2018-12-10 01:00:51,b'RT @alanoperez_: Y\xe2\x80\x99all looking for Waldo? I\xe2\x80\x99m looking for a titty to suck on https://t.co/cC5CAy6sFi',685
2018-12-10 01:00:51,b'@Insider6ix Long term thinking',529
2018-12-10 01:00:51,b'RT @functionbts: he deserves the whole entire world https://t.co/25YbIhd3DL',29
2018-12-10 01:00:51,b'You gotta shut all the lights off in your house and say xxxtentacion 3 times into your bathroom mirror to unlock Wa\xe2\x80\xa6 https://t.co/d5eTNOPvef',99
2018-12-10 01:00:51,b'@PGDougSchneider We let security know and they told him if he threw up again he was out.',72
2018-12-10 01:00:51,b'RT @SethAbramson: THE WASHINGTON POST (and take a moment to consider how terrifying this sentence is): https://t.co/m9wWUA0qa4',93
2018-12-10 01:00:51,b'#GodFriendedMe is about to be on. Yay!',254
2018-12-10 01:00:51,b'@i75kebo i Know You Seen Wtf I Tagged You In On Fb \xe2\x9d\x97\xef\xb8\x8f',775
2018-12-10 01:00:51,b'RT @konstantly_Rae: I think about this post from Jane Fonda sometimes https://t.co/2uuCzgC8Ah',281
2018-12-10 01:00:51,b'RT @DejDonae: Are these cop worthy? https://t.co/sbuVTPij2m',805
2018-12-10 01:00:51,"b'RT @_popofficial: [INFO/TRANS] 2018 Melon Music Award TOP5 Most Watched Performance\n1. BTS 455,955+ views\n2. #GFriend 145,769+ views\n3. Wan\xe2\x80\xa6'",216
2018-12-10 01:00:51,b'Once you have the person you want. There is no need to fear of losing them to someone else. Just appreciate every m\xe2\x80\xa6 https://t.co/aBJFcfFyIq',1217
2018-12-10 01:00:51,b'@SNYtv CF Nimmo\nRF Puig\n2B Cano\nC Posey\nLF Conforto\n1B Alonso\n3B Frazier\nSS Rosario',7
2018-12-10 01:00:51,b'RT @InmateTwitmo: @roger_rurka Thank you Roger! #SaveTheChildren #WWG1WGAWORLDWIDE https://t.co/DgcrSYpBEp',4919
2018-12-10 01:00:51,b'RT @USAahgases: #6 GOT7 Congrats \xf0\x9f\x8e\x89 \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc @GOT7Official and Ahgases \n\nhttps://t.co/e1LofPe7oe',9
2018-12-10 01:00:51,b'RT @DemetriusHarmon: FUCK YALL I MISS SPICY NUGGETS',2225
2018-12-10 01:00:51,b'There is a difference between service animals and pets.  A service animal is specially trained to assist a disabled\xe2\x80\xa6 https://t.co/4VC92TQDqt',70
2018-12-10 01:00:51,b'RT @stoned2thabones: Hmu if you\xe2\x80\x99re tryna be like this https://t.co/0uCdRKhjsH',1115
2018-12-10 01:00:51,b'RT @OriginalFunko: RT &amp; follow @OriginalFunko for the chance to win an NYCC 2018 exclusive Shuri Pop! #FunkoNYCC https://t.co/GGtmTsVD0r',62
2018-12-10 01:00:51,"b'RT @brithume: He told @BretBaier the same thing last spring during his book tour. Not believable then, or now. https://t.co/68S1LWN4in'",1434
2018-12-10 01:00:51,b'@britanslow we deserve the best',752
2018-12-10 01:00:51,"b'RT @ChristusPatriot: Bird-eye view  shows the ""City of Love"" in flames as Yellow Vest protesters continue their fight against the corrupt g\xe2\x80\xa6'",58542
2018-12-10 01:00:51,"b'RT @BotanicaBunny: Aloe is a wonderful houseplant. Called the \xe2\x80\x9cplant of immortality\xe2\x80\x9d by the Ancient Egyptians, Aloe has a plethora of heali\xe2\x80\xa6'",1755
2018-12-10 01:00:51,b'RT @SenWarren: .@FEMA should be using taxpayer dollars to repair homes in Puerto Rico that were destroyed after Hurricane Maria \xe2\x80\x93 not helpi\xe2\x80\xa6',54
2018-12-10 01:00:51,b'@Johnte_Uchiha I don\xe2\x80\x99t know what to say about your Steelers other than I\xe2\x80\x99m sorry...\xf0\x9f\x98\x94',429
2018-12-10 01:00:51,b'RT @RealSkipBayless: HOW BOUT THEM COWBOYS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!\xe2\x80\xa6',1396
2018-12-10 01:00:51,b'seb ur the only mutual i have notifs on for now',312
2018-12-10 01:00:51,"b'RT @Metalmike3: R.I.P.\n\nDarrell Lance Abbott (August 20, 1966 \xe2\x80\x93 December 8, 2004), also known as Diamond Darrell and later Dimebag Darrell,\xe2\x80\xa6'",81
2018-12-10 01:00:51,"b""RT @FunnySubsReiji: A symbolism for Young Xehanort's first exposure to Darkness, i assume...\n\nSuch a powerful scene. https://t.co/NBrKBgNjCR""",994
2018-12-10 01:00:51,"b'RT @Mr_Rutherford: You got your answer today, Mr. Schefter https://t.co/zEV7d3Zfjs'",551
2018-12-10 01:00:51,b'RT @TugaScoutPT: BRUNO ALVES!!! \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n\nThe 37-year old Parma captain scores this truly STUNNING 35-yard free-kick to put the Italian side bac\xe2\x80\xa6',192
2018-12-10 01:00:51,"b""Nikki's Lentil Curry Recipe - vegan, gluten free, and super easy to make :) https://t.co/kPJU5XCR79""",854
2018-12-10 01:00:51,b'the professors in denmark keep telling me a page is 2400 characters including spaces but How do i make that happen\xe2\x80\xa6 https://t.co/MhSbRyyNyH',1092
2018-12-10 01:00:51,b'@god_is_a_woman0 Calou',760
2018-12-10 01:00:51,"b'We get it, Rose could have moved over for Jack. Y\xe2\x80\x99all have been talking about these crackers for years.......'",77
2018-12-10 01:00:51,"b'@thinkerdamous @joemac1114 @essenviews Well, he is the #letterboy for this affair. #trumputin #putinschittler'",3446
2018-12-10 01:00:51,b'@_SOURKIDZ_ I just feel bad for the people the Left victimizes while the victims support that mentality. They do a\xe2\x80\xa6 https://t.co/M1IfMuVg77',8378
2018-12-10 01:00:51,b'Worst weekend in a long time',134
2018-12-10 01:00:51,"b'Given the media censorship, I think @realDonaldTrump should set up a new video sharing site.'",155
2018-12-10 01:00:51,b'RT @loonamuses: maybe now i can understand why my irls HATE it when i play kpop in the car... the ending sends me sksjsks https://t.co/3xkv\xe2\x80\xa6',786
2018-12-10 01:00:51,b'RT @Ylona_Elites: Supporting our baby girl today for iWant ASAP \xf0\x9f\x92\x99\xf0\x9f\x92\x99\xf0\x9f\x92\x99\n\nWe miss and we love you our baby girl @ylona_garcia \xf0\x9f\x92\x99\xf0\x9f\x92\x99\xf0\x9f\x92\x99 https://t.co/D\xe2\x80\xa6',309
2018-12-10 01:00:51,b'RT @adorablerosiee: These girls put their heart and soul blood sweat and tears and give 200% into every single song and every performance t\xe2\x80\xa6',34
2018-12-10 01:00:51,"b""Retweet\xf0\x9f\x94\x84\n\xe2\x9e\x95       \xc2\xb1 Like\xe2\x9d\xa4\xef\xb8\x8f Comment 'ifb' \xf0\x9f\x8e\x85\nFollow EVERYONE who retweet \xe2\x98\x83\xef\xb8\x8f\xe2\x9c\x85""",23232
2018-12-10 01:00:51,b'RT @LAIreland: This might be my favorite Lakers video of the year so far.  1/2 https://t.co/rncZL9QRH9',1592
2018-12-10 01:00:51,b'I hate when I cut my hoes off then I be back lonely',735
2018-12-10 01:00:51,"b""They even got a penalty on the extra point and the pussy still didn't go for 2. Played for a tie. Lombardi was right.""",125
2018-12-10 01:00:51,b'RT @LCaffeinated: Why is unpacking after a trip so terrible? I\xe2\x80\x99d rather live out of my suitcase for another week than take 5 minutes to put\xe2\x80\xa6',417
2018-12-10 01:00:51,"b'19. Lightning Round, Bad Bad Hats https://t.co/nBmJCgZQ5o'",2234
2018-12-10 01:00:51,b'RT @GamepIay: They asked him what gaming chair he was using. https://t.co/yRejDDI4SG',96
2018-12-10 01:00:51,"b""RT @Wild_Manta: As happy or as sad you are for this games awards, please remember that Detroit: Become Human won Nothing and that's wonderf\xe2\x80\xa6""",46
2018-12-10 01:00:51,b'@Brent_8706 @_celia_bedelia_ @emrazz This is how I feel *right now!*',1024
2018-12-10 01:00:51,b'RT @emmachamberlain: omg my emotional instability must be so exhausting for my friends and family hahahahaha omgg ahh',658
2018-12-10 01:00:51,b'RT @DylansRawTake: Dak to Amari Cooper for the OT win. \n\n#CowboysNation \xe2\x9c\xad https://t.co/HH6HNsNcLq',1010
2018-12-10 01:00:51,b'RT @MaaakGaming: GOING LIVE WITH @Vectual_ POP UP CUP TOURNAMENT!! DROP A FOLLOW TOO https://t.co/Buxh4v4Lr8  @ShoutGamers @RelayRetweets @\xe2\x80\xa6',12281
2018-12-10 01:00:51,"b""Dawg I ain't saying you wrong but log off https://t.co/PsoZWpEMnR""",217
2018-12-10 01:00:51,b'RT @bailey_miah: Life is kicking my ass',569
2018-12-10 01:00:51,"b'Schellotto tonight: \xe2\x80\x9cFrom my point of view, it\xe2\x80\x99s over. River won.\xe2\x80\x9d'",431300
2018-12-10 01:00:51,b'@HayleyBCousin @madimarklemoss Oh no. I rabbit hole i cannot go down before finals',112
2018-12-10 01:00:51,b'You can use your gift for gab to be more than just the life of... More for Gemini https://t.co/XXRdE4rIhp',160
2018-12-10 01:00:51,b'RT @jayyer_: stop apologizing for shit you\xe2\x80\x99re going to continue to do ..',819
2018-12-10 01:00:51,b'I mean I have stretch marks from just losing/gaining weight in life before I got pregnant.. but it\xe2\x80\x99d be nice to say\xe2\x80\xa6 https://t.co/sueCa86Fgk',1113
2018-12-10 01:00:51,b'RT @pinkyfaye: @ls_maiden0712 @lynieg88 @wengcookie @RebeccaVRamos1 @cayanan_rona @feso_197 @ayie_evasco @lorepama @boongaling_e @sumparis0\xe2\x80\xa6',2549
2018-12-10 01:00:51,"b""@RichCimini This isn't last year, where we needed to be up on the draft board. In some respects, not having a top 3\xe2\x80\xa6 https://t.co/BQn1LC8leh""",72
2018-12-10 01:00:51,"b""RT @ayejhndl: I agree with what Edward said. Label in a relationship is important but there's no need for everyone to know the real score b\xe2\x80\xa6""",108
2018-12-10 01:00:51,b'RT @btschartdata: \xe2\x80\x98Waste It On Me (Cheat Codes Remix)\xe2\x80\x99 drops this Friday! (12/14) \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc',296
2018-12-10 01:00:51,b'RT @BillieKayWWE: The #IIconics stumbled upon the #NewDay warming up last night \xf0\x9f\x98\x82 https://t.co/k2TjkaUwh3',377
2018-12-10 01:00:51,"b""RT @Nativeesoul: STOP!!! And share this around the world . Say something about this video!\nPlease post where you're from so i can track how\xe2\x80\xa6""",80
2018-12-10 01:00:51,"b""RT @espn: The Cowboys pulled off their FIFTH STRAIGHT win behind Amari Cooper's three TDs! https://t.co/ILzYUSC5cP""",662
2018-12-10 01:00:51,b'Amari Cooper with over 200 yards and 3 tds! Khalil Mack having an insane year! Imagine if they both played on the same team???',259
2018-12-10 01:00:51,b'@delightedpacha come pick me up honey',723
2018-12-10 01:00:51,b'@DonnaWR8 @gopoundsand1234 @DonaldJTrumpJr @IvankaTrump @IsraelUSAforevr @mikandynothem @TheTrumpLady @LVNancy\xe2\x80\xa6 https://t.co/x1gkQdbrx1',1939
2018-12-10 01:00:51,b'@KingofRGN @PlayOverwatch Maybe tomorrow man',244
2018-12-10 01:00:51,b'RT @jysticxx: this is worse than those cheating pics https://t.co/iyJythGsbr',518
2018-12-10 01:00:51,b'Cute boy who came through drive thru that said he liked my nails I love you ugh \xf0\x9f\x92\x9e',86
2018-12-10 01:00:51,b'RT @summerbedard: all american rejects: and truth be told i miss you\n                 \nme: \xf0\x9f\x98\x94\xf0\x9f\x92\x94\n\nall american rejects: and truth be told i\xe2\x80\x99m\xe2\x80\xa6',539
2018-12-10 01:00:51,b'My boyfriend will get sick but it\xe2\x80\x99ll be like half sick and barely affect him.. then he gives it to me and I feel li\xe2\x80\xa6 https://t.co/C3NlD7jeK9',1048
2018-12-10 01:00:51,"b'RT @peachypansy: spotify gives u all of ur stats at the end of every year and makes you a playlist of ur top 100 songs, makes you six (6) p\xe2\x80\xa6'",813
2018-12-10 01:00:51,"b'RT @picardonhealth: \xe2\x80\x9cI want to thank the world for holding my hand as my father, Harry Leslie Smith, died\xe2\x80\x9d\nA beautiful, tender, letter by J\xe2\x80\xa6'",2520
2018-12-10 01:00:51,"b""RT @Neo_url: The Offset and Cardi thing is fake. They're overselling.""",367
2018-12-10 01:00:51,b'@rayfitt1 Like what?',204
2018-12-10 01:00:51,b'Crossover time! #Elseworlds',9750
2018-12-10 01:00:51,b'RT @SightSoundmag: The #bestfilmsof2018 countdown: 20\xe2\x80\x9311\xe2\x80\xa6 \nSee the list here  \xe2\x98\x9e https://t.co/6CtXaLethg https://t.co/2q5lJzpyHS',258
2018-12-10 01:00:51,b'@Mumbles06 Amen',117
